,Run,Deletion,Rho0,Rho1,Rho2,Rho3
30222,5037,0,0,3,3,6
30223,5037,1,0,3,3,5
30224,5037,2,0,4,2,4
30225,5037,3,1,2,2,3
30226,5037,4,1,2,2,2
30227,5037,5,1,1,1,1
30228,5038,0,0,3,3,6
30229,5038,1,0,3,3,5
30230,5038,2,1,3,3,4
30231,5038,3,1,2,2,3
30232,5038,4,1,2,2,2
30233,5038,5,1,1,1,1
30234,5039,0,0,3,3,6
30235,5039,1,0,3,3,5
30236,5039,2,0,1,3,4
30237,5039,3,1,2,3,3
30238,5039,4,1,2,2,2
30239,5039,5,1,1,1,1
30240,5040,0,0,3,3,6
30241,5040,1,0,3,3,5
30242,5040,2,0,1,3,4
30243,5040,3,0,0,3,3
30244,5040,4,1,1,2,2
30245,5040,5,1,1,1,1
30246,5041,0,0,3,3,6
30247,5041,1,0,3,3,5
30248,5041,2,0,1,3,4
30249,5041,3,1,2,3,3
30250,5041,4,1,1,2,2
30251,5041,5,1,1,1,1
30252,5042,0,0,3,3,6
30253,5042,1,0,3,3,5
30254,5042,2,1,3,3,4
30255,5042,3,1,2,2,3
30256,5042,4,1,1,2,2
30257,5042,5,1,1,1,1
30258,5043,0,0,3,3,6
30259,5043,1,0,3,3,5
30260,5043,2,0,1,3,4
30261,5043,3,1,2,2,3
30262,5043,4,1,2,2,2
30263,5043,5,1,1,1,1
30264,5044,0,0,3,3,6
30265,5044,1,0,3,3,5
30266,5044,2,0,3,3,4
30267,5044,3,0,2,2,3
30268,5044,4,1,1,1,2
30269,5044,5,1,1,1,1
30270,5045,0,0,3,3,6
30271,5045,1,0,3,3,5
30272,5045,2,1,3,3,4
30273,5045,3,1,2,3,3
30274,5045,4,1,2,2,2
30275,5045,5,1,1,1,1
30276,5046,0,0,3,3,6
30277,5046,1,0,3,3,5
30278,5046,2,1,3,3,4
30279,5046,3,1,2,2,3
30280,5046,4,1,1,1,2
30281,5046,5,1,1,1,1
30282,5047,0,0,3,3,6
30283,5047,1,0,3,3,5
30284,5047,2,1,3,3,4
30285,5047,3,1,2,2,3
30286,5047,4,1,1,2,2
30287,5047,5,1,1,1,1
30288,5048,0,0,3,3,6
30289,5048,1,0,3,3,5
30290,5048,2,0,1,3,4
30291,5048,3,0,2,2,3
30292,5048,4,1,2,2,2
30293,5048,5,1,1,1,1
30294,5049,0,0,3,3,6
30295,5049,1,0,3,3,5
30296,5049,2,0,1,3,4
30297,5049,3,1,2,2,3
30298,5049,4,1,2,2,2
30299,5049,5,1,1,1,1
30300,5050,0,0,3,3,6
30301,5050,1,0,3,3,5
30302,5050,2,0,3,3,4
30303,5050,3,0,2,2,3
30304,5050,4,1,1,1,2
30305,5050,5,1,1,1,1
30306,5051,0,0,3,3,6
30307,5051,1,0,3,3,5
30308,5051,2,0,1,3,4
30309,5051,3,1,2,2,3
30310,5051,4,1,1,1,2
30311,5051,5,1,1,1,1
30312,5052,0,0,3,3,6
30313,5052,1,0,3,3,5
30314,5052,2,1,3,3,4
30315,5052,3,1,2,3,3
30316,5052,4,1,2,2,2
30317,5052,5,1,1,1,1
30318,5053,0,0,3,3,6
30319,5053,1,0,3,3,5
30320,5053,2,0,4,2,4
30321,5053,3,0,2,2,3
30322,5053,4,1,1,2,2
30323,5053,5,1,1,1,1
30324,5054,0,0,3,3,6
30325,5054,1,0,3,3,5
30326,5054,2,0,4,2,4
30327,5054,3,0,2,2,3
30328,5054,4,1,1,2,2
30329,5054,5,1,1,1,1
30330,5055,0,0,3,3,6
30331,5055,1,0,3,3,5
30332,5055,2,0,3,3,4
30333,5055,3,1,2,3,3
30334,5055,4,1,2,2,2
30335,5055,5,1,1,1,1
30336,5056,0,0,3,3,6
30337,5056,1,0,3,3,5
30338,5056,2,0,1,3,4
30339,5056,3,1,2,3,3
30340,5056,4,1,1,2,2
30341,5056,5,1,1,1,1
30342,5057,0,0,3,3,6
30343,5057,1,0,3,3,5
30344,5057,2,0,4,2,4
30345,5057,3,1,2,2,3
30346,5057,4,1,2,2,2
30347,5057,5,1,1,1,1
30348,5058,0,0,3,3,6
30349,5058,1,0,3,3,5
30350,5058,2,1,3,3,4
30351,5058,3,1,2,3,3
30352,5058,4,1,1,2,2
30353,5058,5,1,1,1,1
30354,5059,0,0,3,3,6
30355,5059,1,0,3,3,5
30356,5059,2,1,3,3,4
30357,5059,3,1,2,3,3
30358,5059,4,1,2,2,2
30359,5059,5,1,1,1,1
30360,5060,0,0,3,3,6
30361,5060,1,0,3,3,5
30362,5060,2,0,1,3,4
30363,5060,3,0,2,2,3
30364,5060,4,1,1,2,2
30365,5060,5,1,1,1,1
30366,5061,0,0,3,3,6
30367,5061,1,0,3,3,5
30368,5061,2,0,4,2,4
30369,5061,3,0,2,2,3
30370,5061,4,1,2,2,2
30371,5061,5,1,1,1,1
30372,5062,0,0,3,3,6
30373,5062,1,0,3,3,5
30374,5062,2,0,1,3,4
30375,5062,3,0,2,2,3
30376,5062,4,1,1,1,2
30377,5062,5,1,1,1,1
30378,5063,0,0,3,3,6
30379,5063,1,0,3,3,5
30380,5063,2,0,1,3,4
30381,5063,3,1,2,2,3
30382,5063,4,1,1,1,2
30383,5063,5,1,1,1,1
30384,5064,0,0,3,3,6
30385,5064,1,0,3,3,5
30386,5064,2,0,3,3,4
30387,5064,3,1,2,3,3
30388,5064,4,1,1,2,2
30389,5064,5,1,1,1,1
30390,5065,0,0,3,3,6
30391,5065,1,0,3,3,5
30392,5065,2,0,1,3,4
30393,5065,3,1,2,2,3
30394,5065,4,1,1,2,2
30395,5065,5,1,1,1,1
30396,5066,0,0,3,3,6
30397,5066,1,0,3,3,5
30398,5066,2,0,3,3,4
30399,5066,3,1,2,3,3
30400,5066,4,1,2,2,2
30401,5066,5,1,1,1,1
30402,5067,0,0,3,3,6
30403,5067,1,0,3,3,5
30404,5067,2,0,4,2,4
30405,5067,3,1,2,2,3
30406,5067,4,1,1,1,2
30407,5067,5,1,1,1,1
30408,5068,0,0,3,3,6
30409,5068,1,0,3,3,5
30410,5068,2,0,4,2,4
30411,5068,3,0,2,2,3
30412,5068,4,1,1,1,2
30413,5068,5,1,1,1,1
30414,5069,0,0,3,3,6
30415,5069,1,0,3,3,5
30416,5069,2,0,1,3,4
30417,5069,3,1,2,3,3
30418,5069,4,1,2,2,2
30419,5069,5,1,1,1,1
30420,5070,0,0,3,3,6
30421,5070,1,0,3,3,5
30422,5070,2,1,3,3,4
30423,5070,3,1,2,3,3
30424,5070,4,1,2,2,2
30425,5070,5,1,1,1,1
30426,5071,0,0,3,3,6
30427,5071,1,0,3,3,5
30428,5071,2,0,4,2,4
30429,5071,3,1,2,2,3
30430,5071,4,1,1,2,2
30431,5071,5,1,1,1,1
30432,5072,0,0,3,3,6
30433,5072,1,0,3,3,5
30434,5072,2,0,1,3,4
30435,5072,3,0,2,2,3
30436,5072,4,1,2,2,2
30437,5072,5,1,1,1,1
30438,5073,0,0,3,3,6
30439,5073,1,0,3,3,5
30440,5073,2,1,3,3,4
30441,5073,3,1,2,3,3
30442,5073,4,1,2,2,2
30443,5073,5,1,1,1,1
30444,5074,0,0,3,3,6
30445,5074,1,0,3,3,5
30446,5074,2,0,1,3,4
30447,5074,3,1,2,2,3
30448,5074,4,1,1,1,2
30449,5074,5,1,1,1,1
30450,5075,0,0,3,3,6
30451,5075,1,0,3,3,5
30452,5075,2,0,3,3,4
30453,5075,3,1,2,3,3
30454,5075,4,1,2,2,2
30455,5075,5,1,1,1,1
30456,5076,0,0,3,3,6
30457,5076,1,0,3,3,5
30458,5076,2,0,1,3,4
30459,5076,3,0,0,3,3
30460,5076,4,1,1,2,2
30461,5076,5,1,1,1,1
30462,5077,0,0,3,3,6
30463,5077,1,0,3,3,5
30464,5077,2,0,1,3,4
30465,5077,3,1,2,2,3
30466,5077,4,1,2,2,2
30467,5077,5,1,1,1,1
30468,5078,0,0,3,3,6
30469,5078,1,0,3,3,5
30470,5078,2,0,3,3,4
30471,5078,3,0,2,2,3
30472,5078,4,1,1,2,2
30473,5078,5,1,1,1,1
30474,5079,0,0,3,3,6
30475,5079,1,0,3,3,5
30476,5079,2,0,1,3,4
30477,5079,3,1,2,2,3
30478,5079,4,1,2,2,2
30479,5079,5,1,1,1,1
30480,5080,0,0,3,3,6
30481,5080,1,0,3,3,5
30482,5080,2,0,1,3,4
30483,5080,3,1,2,2,3
30484,5080,4,1,2,2,2
30485,5080,5,1,1,1,1
30486,5081,0,0,3,3,6
30487,5081,1,0,3,3,5
30488,5081,2,0,3,3,4
30489,5081,3,1,2,3,3
30490,5081,4,1,1,2,2
30491,5081,5,1,1,1,1
30492,5082,0,0,3,3,6
30493,5082,1,0,3,3,5
30494,5082,2,0,4,2,4
30495,5082,3,0,2,2,3
30496,5082,4,1,1,1,2
30497,5082,5,1,1,1,1
30498,5083,0,0,3,3,6
30499,5083,1,0,3,3,5
30500,5083,2,0,4,2,4
30501,5083,3,1,2,2,3
30502,5083,4,1,1,2,2
30503,5083,5,1,1,1,1
30504,5084,0,0,3,3,6
30505,5084,1,0,3,3,5
30506,5084,2,0,4,2,4
30507,5084,3,0,2,2,3
30508,5084,4,1,2,2,2
30509,5084,5,1,1,1,1
30510,5085,0,0,3,3,6
30511,5085,1,0,3,3,5
30512,5085,2,1,3,3,4
30513,5085,3,1,2,3,3
30514,5085,4,1,2,2,2
30515,5085,5,1,1,1,1
30516,5086,0,0,3,3,6
30517,5086,1,0,3,3,5
30518,5086,2,0,1,3,4
30519,5086,3,0,0,3,3
30520,5086,4,1,1,2,2
30521,5086,5,1,1,1,1
30522,5087,0,0,3,3,6
30523,5087,1,0,3,3,5
30524,5087,2,0,4,2,4
30525,5087,3,0,2,2,3
30526,5087,4,1,1,2,2
30527,5087,5,1,1,1,1
30528,5088,0,0,3,3,6
30529,5088,1,0,3,3,5
30530,5088,2,1,3,3,4
30531,5088,3,1,2,2,3
30532,5088,4,1,1,1,2
30533,5088,5,1,1,1,1
30534,5089,0,0,3,3,6
30535,5089,1,0,3,3,5
30536,5089,2,0,1,3,4
30537,5089,3,0,0,3,3
30538,5089,4,1,1,2,2
30539,5089,5,1,1,1,1
30540,5090,0,0,3,3,6
30541,5090,1,0,3,3,5
30542,5090,2,0,1,3,4
30543,5090,3,1,2,3,3
30544,5090,4,1,1,2,2
30545,5090,5,1,1,1,1
30546,5091,0,0,3,3,6
30547,5091,1,0,3,3,5
30548,5091,2,0,1,3,4
30549,5091,3,1,2,2,3
30550,5091,4,1,1,1,2
30551,5091,5,1,1,1,1
30552,5092,0,0,3,3,6
30553,5092,1,0,3,3,5
30554,5092,2,0,3,3,4
30555,5092,3,0,2,2,3
30556,5092,4,1,1,2,2
30557,5092,5,1,1,1,1
30558,5093,0,0,3,3,6
30559,5093,1,0,3,3,5
30560,5093,2,0,1,3,4
30561,5093,3,0,0,3,3
30562,5093,4,1,1,2,2
30563,5093,5,1,1,1,1
30564,5094,0,0,3,3,6
30565,5094,1,0,3,3,5
30566,5094,2,0,3,3,4
30567,5094,3,1,2,3,3
30568,5094,4,1,2,2,2
30569,5094,5,1,1,1,1
30570,5095,0,0,3,3,6
30571,5095,1,0,3,3,5
30572,5095,2,0,3,3,4
30573,5095,3,1,2,3,3
30574,5095,4,1,2,2,2
30575,5095,5,1,1,1,1
30576,5096,0,0,3,3,6
30577,5096,1,0,3,3,5
30578,5096,2,0,4,2,4
30579,5096,3,0,2,2,3
30580,5096,4,1,1,2,2
30581,5096,5,1,1,1,1
30582,5097,0,0,3,3,6
30583,5097,1,0,3,3,5
30584,5097,2,1,3,3,4
30585,5097,3,1,2,3,3
30586,5097,4,1,2,2,2
30587,5097,5,1,1,1,1
30588,5098,0,0,3,3,6
30589,5098,1,0,3,3,5
30590,5098,2,0,1,3,4
30591,5098,3,1,2,3,3
30592,5098,4,1,1,2,2
30593,5098,5,1,1,1,1
30594,5099,0,0,3,3,6
30595,5099,1,0,3,3,5
30596,5099,2,0,3,3,4
30597,5099,3,1,2,3,3
30598,5099,4,1,1,2,2
30599,5099,5,1,1,1,1
30600,5100,0,0,3,3,6
30601,5100,1,0,3,3,5
30602,5100,2,1,3,3,4
30603,5100,3,1,2,3,3
30604,5100,4,1,1,2,2
30605,5100,5,1,1,1,1
30606,5101,0,0,3,3,6
30607,5101,1,0,3,3,5
30608,5101,2,1,3,3,4
30609,5101,3,1,2,2,3
30610,5101,4,1,2,2,2
30611,5101,5,1,1,1,1
30612,5102,0,0,3,3,6
30613,5102,1,0,3,3,5
30614,5102,2,0,3,3,4
30615,5102,3,0,2,2,3
30616,5102,4,1,2,2,2
30617,5102,5,1,1,1,1
30618,5103,0,0,3,3,6
30619,5103,1,0,3,3,5
30620,5103,2,1,3,3,4
30621,5103,3,1,2,2,3
30622,5103,4,1,1,2,2
30623,5103,5,1,1,1,1
30624,5104,0,0,3,3,6
30625,5104,1,0,3,3,5
30626,5104,2,0,3,3,4
30627,5104,3,0,2,2,3
30628,5104,4,1,2,2,2
30629,5104,5,1,1,1,1
30630,5105,0,0,3,3,6
30631,5105,1,0,3,3,5
30632,5105,2,0,1,3,4
30633,5105,3,1,2,3,3
30634,5105,4,1,2,2,2
30635,5105,5,1,1,1,1
30636,5106,0,0,3,3,6
30637,5106,1,0,3,3,5
30638,5106,2,1,3,3,4
30639,5106,3,1,2,2,3
30640,5106,4,1,2,2,2
30641,5106,5,1,1,1,1
30642,5107,0,0,3,3,6
30643,5107,1,0,3,3,5
30644,5107,2,0,3,3,4
30645,5107,3,0,2,2,3
30646,5107,4,1,1,2,2
30647,5107,5,1,1,1,1
30648,5108,0,0,3,3,6
30649,5108,1,0,3,3,5
30650,5108,2,0,1,3,4
30651,5108,3,0,0,3,3
30652,5108,4,1,1,2,2
30653,5108,5,1,1,1,1
30654,5109,0,0,3,3,6
30655,5109,1,0,3,3,5
30656,5109,2,0,1,3,4
30657,5109,3,1,2,2,3
30658,5109,4,1,1,2,2
30659,5109,5,1,1,1,1
30660,5110,0,0,3,3,6
30661,5110,1,0,3,3,5
30662,5110,2,0,1,3,4
30663,5110,3,0,2,2,3
30664,5110,4,1,1,2,2
30665,5110,5,1,1,1,1
30666,5111,0,0,3,3,6
30667,5111,1,0,3,3,5
30668,5111,2,0,1,3,4
30669,5111,3,1,2,3,3
30670,5111,4,1,1,2,2
30671,5111,5,1,1,1,1
30672,5112,0,0,3,3,6
30673,5112,1,0,3,3,5
30674,5112,2,0,1,3,4
30675,5112,3,0,2,2,3
30676,5112,4,1,2,2,2
30677,5112,5,1,1,1,1
30678,5113,0,0,3,3,6
30679,5113,1,0,3,3,5
30680,5113,2,0,3,3,4
30681,5113,3,1,2,3,3
30682,5113,4,1,1,2,2
30683,5113,5,1,1,1,1
30684,5114,0,0,3,3,6
30685,5114,1,0,3,3,5
30686,5114,2,0,4,2,4
30687,5114,3,1,2,2,3
30688,5114,4,1,2,2,2
30689,5114,5,1,1,1,1
30690,5115,0,0,3,3,6
30691,5115,1,0,3,3,5
30692,5115,2,0,4,2,4
30693,5115,3,1,2,2,3
30694,5115,4,1,1,2,2
30695,5115,5,1,1,1,1
30696,5116,0,0,3,3,6
30697,5116,1,0,3,3,5
30698,5116,2,0,3,3,4
30699,5116,3,0,2,2,3
30700,5116,4,1,1,1,2
30701,5116,5,1,1,1,1
30702,5117,0,0,3,3,6
30703,5117,1,0,3,3,5
30704,5117,2,0,4,2,4
30705,5117,3,1,2,2,3
30706,5117,4,1,1,2,2
30707,5117,5,1,1,1,1
30708,5118,0,0,3,3,6
30709,5118,1,0,3,3,5
30710,5118,2,0,3,3,4
30711,5118,3,0,2,2,3
30712,5118,4,1,1,2,2
30713,5118,5,1,1,1,1
30714,5119,0,0,3,3,6
30715,5119,1,0,3,3,5
30716,5119,2,0,3,3,4
30717,5119,3,0,2,2,3
30718,5119,4,1,1,1,2
30719,5119,5,1,1,1,1
30720,5120,0,0,3,3,6
30721,5120,1,0,3,3,5
30722,5120,2,0,3,3,4
30723,5120,3,1,2,3,3
30724,5120,4,1,1,2,2
30725,5120,5,1,1,1,1
30726,5121,0,0,3,3,6
30727,5121,1,0,3,3,5
30728,5121,2,0,4,2,4
30729,5121,3,0,2,2,3
30730,5121,4,1,1,2,2
30731,5121,5,1,1,1,1
30732,5122,0,0,3,3,6
30733,5122,1,0,3,3,5
30734,5122,2,0,1,3,4
30735,5122,3,1,2,2,3
30736,5122,4,1,2,2,2
30737,5122,5,1,1,1,1
30738,5123,0,0,3,3,6
30739,5123,1,0,3,3,5
30740,5123,2,0,3,3,4
30741,5123,3,1,2,3,3
30742,5123,4,1,2,2,2
30743,5123,5,1,1,1,1
30744,5124,0,0,3,3,6
30745,5124,1,0,3,3,5
30746,5124,2,0,1,3,4
30747,5124,3,0,2,2,3
30748,5124,4,1,1,2,2
30749,5124,5,1,1,1,1
30750,5125,0,0,3,3,6
30751,5125,1,0,3,3,5
30752,5125,2,0,1,3,4
30753,5125,3,1,2,3,3
30754,5125,4,1,2,2,2
30755,5125,5,1,1,1,1
30756,5126,0,0,3,3,6
30757,5126,1,0,3,3,5
30758,5126,2,0,1,3,4
30759,5126,3,0,2,2,3
30760,5126,4,1,1,1,2
30761,5126,5,1,1,1,1
30762,5127,0,0,3,3,6
30763,5127,1,0,3,3,5
30764,5127,2,0,4,2,4
30765,5127,3,0,2,2,3
30766,5127,4,1,1,1,2
30767,5127,5,1,1,1,1
30768,5128,0,0,3,3,6
30769,5128,1,0,3,3,5
30770,5128,2,0,1,3,4
30771,5128,3,1,2,3,3
30772,5128,4,1,1,2,2
30773,5128,5,1,1,1,1
30774,5129,0,0,3,3,6
30775,5129,1,0,3,3,5
30776,5129,2,0,1,3,4
30777,5129,3,1,2,2,3
30778,5129,4,1,1,2,2
30779,5129,5,1,1,1,1
30780,5130,0,0,3,3,6
30781,5130,1,0,3,3,5
30782,5130,2,0,1,3,4
30783,5130,3,1,2,3,3
30784,5130,4,1,2,2,2
30785,5130,5,1,1,1,1
30786,5131,0,0,3,3,6
30787,5131,1,0,3,3,5
30788,5131,2,0,3,3,4
30789,5131,3,1,2,3,3
30790,5131,4,1,2,2,2
30791,5131,5,1,1,1,1
30792,5132,0,0,3,3,6
30793,5132,1,0,3,3,5
30794,5132,2,0,1,3,4
30795,5132,3,0,0,3,3
30796,5132,4,1,1,2,2
30797,5132,5,1,1,1,1
30798,5133,0,0,3,3,6
30799,5133,1,0,3,3,5
30800,5133,2,0,1,3,4
30801,5133,3,0,2,2,3
30802,5133,4,1,1,1,2
30803,5133,5,1,1,1,1
30804,5134,0,0,3,3,6
30805,5134,1,0,3,3,5
30806,5134,2,1,3,3,4
30807,5134,3,1,2,3,3
30808,5134,4,1,2,2,2
30809,5134,5,1,1,1,1
30810,5135,0,0,3,3,6
30811,5135,1,0,3,3,5
30812,5135,2,0,4,2,4
30813,5135,3,0,2,2,3
30814,5135,4,1,2,2,2
30815,5135,5,1,1,1,1
30816,5136,0,0,3,3,6
30817,5136,1,0,3,3,5
30818,5136,2,0,4,2,4
30819,5136,3,1,2,2,3
30820,5136,4,1,1,1,2
30821,5136,5,1,1,1,1
30822,5137,0,0,3,3,6
30823,5137,1,0,3,3,5
30824,5137,2,0,3,3,4
30825,5137,3,0,2,2,3
30826,5137,4,1,1,2,2
30827,5137,5,1,1,1,1
30828,5138,0,0,3,3,6
30829,5138,1,0,3,3,5
30830,5138,2,0,1,3,4
30831,5138,3,1,2,3,3
30832,5138,4,1,1,2,2
30833,5138,5,1,1,1,1
30834,5139,0,0,3,3,6
30835,5139,1,0,3,3,5
30836,5139,2,0,1,3,4
30837,5139,3,1,2,3,3
30838,5139,4,1,2,2,2
30839,5139,5,1,1,1,1
30840,5140,0,0,3,3,6
30841,5140,1,0,3,3,5
30842,5140,2,0,1,3,4
30843,5140,3,0,0,3,3
30844,5140,4,1,1,2,2
30845,5140,5,1,1,1,1
30846,5141,0,0,3,3,6
30847,5141,1,0,3,3,5
30848,5141,2,0,1,3,4
30849,5141,3,1,2,2,3
30850,5141,4,1,1,2,2
30851,5141,5,1,1,1,1
30852,5142,0,0,3,3,6
30853,5142,1,0,3,3,5
30854,5142,2,0,3,3,4
30855,5142,3,1,2,3,3
30856,5142,4,1,2,2,2
30857,5142,5,1,1,1,1
30858,5143,0,0,3,3,6
30859,5143,1,0,3,3,5
30860,5143,2,0,1,3,4
30861,5143,3,1,2,3,3
30862,5143,4,1,2,2,2
30863,5143,5,1,1,1,1
30864,5144,0,0,3,3,6
30865,5144,1,0,3,3,5
30866,5144,2,0,3,3,4
30867,5144,3,1,2,3,3
30868,5144,4,1,2,2,2
30869,5144,5,1,1,1,1
30870,5145,0,0,3,3,6
30871,5145,1,0,3,3,5
30872,5145,2,0,1,3,4
30873,5145,3,1,2,2,3
30874,5145,4,1,1,2,2
30875,5145,5,1,1,1,1
30876,5146,0,0,3,3,6
30877,5146,1,0,3,3,5
30878,5146,2,0,3,3,4
30879,5146,3,1,2,3,3
30880,5146,4,1,2,2,2
30881,5146,5,1,1,1,1
30882,5147,0,0,3,3,6
30883,5147,1,0,3,3,5
30884,5147,2,0,3,3,4
30885,5147,3,1,2,3,3
30886,5147,4,1,2,2,2
30887,5147,5,1,1,1,1
30888,5148,0,0,3,3,6
30889,5148,1,0,3,3,5
30890,5148,2,0,4,2,4
30891,5148,3,1,2,2,3
30892,5148,4,1,1,2,2
30893,5148,5,1,1,1,1
30894,5149,0,0,3,3,6
30895,5149,1,0,3,3,5
30896,5149,2,1,3,3,4
30897,5149,3,1,2,3,3
30898,5149,4,1,2,2,2
30899,5149,5,1,1,1,1
30900,5150,0,0,3,3,6
30901,5150,1,0,3,3,5
30902,5150,2,0,3,3,4
30903,5150,3,0,2,2,3
30904,5150,4,1,1,2,2
30905,5150,5,1,1,1,1
30906,5151,0,0,3,3,6
30907,5151,1,0,3,3,5
30908,5151,2,0,1,3,4
30909,5151,3,0,0,3,3
30910,5151,4,1,1,2,2
30911,5151,5,1,1,1,1
30912,5152,0,0,3,3,6
30913,5152,1,0,3,3,5
30914,5152,2,0,1,3,4
30915,5152,3,1,2,2,3
30916,5152,4,1,2,2,2
30917,5152,5,1,1,1,1
30918,5153,0,0,3,3,6
30919,5153,1,0,3,3,5
30920,5153,2,0,1,3,4
30921,5153,3,1,2,3,3
30922,5153,4,1,2,2,2
30923,5153,5,1,1,1,1
30924,5154,0,0,3,3,6
30925,5154,1,0,3,3,5
30926,5154,2,0,3,3,4
30927,5154,3,1,2,3,3
30928,5154,4,1,2,2,2
30929,5154,5,1,1,1,1
30930,5155,0,0,3,3,6
30931,5155,1,0,3,3,5
30932,5155,2,1,3,3,4
30933,5155,3,1,2,2,3
30934,5155,4,1,1,2,2
30935,5155,5,1,1,1,1
30936,5156,0,0,3,3,6
30937,5156,1,0,3,3,5
30938,5156,2,0,4,2,4
30939,5156,3,1,2,2,3
30940,5156,4,1,1,2,2
30941,5156,5,1,1,1,1
30942,5157,0,0,3,3,6
30943,5157,1,0,3,3,5
30944,5157,2,0,1,3,4
30945,5157,3,0,2,2,3
30946,5157,4,1,1,1,2
30947,5157,5,1,1,1,1
30948,5158,0,0,3,3,6
30949,5158,1,0,3,3,5
30950,5158,2,0,4,2,4
30951,5158,3,0,2,2,3
30952,5158,4,1,1,1,2
30953,5158,5,1,1,1,1
30954,5159,0,0,3,3,6
30955,5159,1,0,3,3,5
30956,5159,2,0,3,3,4
30957,5159,3,1,2,3,3
30958,5159,4,1,2,2,2
30959,5159,5,1,1,1,1
30960,5160,0,0,3,3,6
30961,5160,1,0,3,3,5
30962,5160,2,0,4,2,4
30963,5160,3,1,2,2,3
30964,5160,4,1,2,2,2
30965,5160,5,1,1,1,1
30966,5161,0,0,3,3,6
30967,5161,1,0,3,3,5
30968,5161,2,0,3,3,4
30969,5161,3,0,2,2,3
30970,5161,4,1,2,2,2
30971,5161,5,1,1,1,1
30972,5162,0,0,3,3,6
30973,5162,1,0,3,3,5
30974,5162,2,1,3,3,4
30975,5162,3,1,2,2,3
30976,5162,4,1,1,2,2
30977,5162,5,1,1,1,1
30978,5163,0,0,3,3,6
30979,5163,1,0,3,3,5
30980,5163,2,0,4,2,4
30981,5163,3,0,2,2,3
30982,5163,4,1,1,2,2
30983,5163,5,1,1,1,1
30984,5164,0,0,3,3,6
30985,5164,1,0,3,3,5
30986,5164,2,1,3,3,4
30987,5164,3,1,2,3,3
30988,5164,4,1,2,2,2
30989,5164,5,1,1,1,1
30990,5165,0,0,3,3,6
30991,5165,1,0,3,3,5
30992,5165,2,0,3,3,4
30993,5165,3,1,2,3,3
30994,5165,4,1,1,2,2
30995,5165,5,1,1,1,1
30996,5166,0,0,3,3,6
30997,5166,1,0,3,3,5
30998,5166,2,1,3,3,4
30999,5166,3,1,2,3,3
31000,5166,4,1,2,2,2
31001,5166,5,1,1,1,1
31002,5167,0,0,3,3,6
31003,5167,1,0,3,3,5
31004,5167,2,0,1,3,4
31005,5167,3,1,2,3,3
31006,5167,4,1,2,2,2
31007,5167,5,1,1,1,1
31008,5168,0,0,3,3,6
31009,5168,1,0,3,3,5
31010,5168,2,0,1,3,4
31011,5168,3,0,0,3,3
31012,5168,4,1,1,2,2
31013,5168,5,1,1,1,1
31014,5169,0,0,3,3,6
31015,5169,1,0,3,3,5
31016,5169,2,0,1,3,4
31017,5169,3,0,0,3,3
31018,5169,4,1,1,2,2
31019,5169,5,1,1,1,1
31020,5170,0,0,3,3,6
31021,5170,1,0,3,3,5
31022,5170,2,0,1,3,4
31023,5170,3,0,0,3,3
31024,5170,4,1,1,2,2
31025,5170,5,1,1,1,1
31026,5171,0,0,3,3,6
31027,5171,1,0,3,3,5
31028,5171,2,0,3,3,4
31029,5171,3,0,2,2,3
31030,5171,4,1,2,2,2
31031,5171,5,1,1,1,1
31032,5172,0,0,3,3,6
31033,5172,1,0,3,3,5
31034,5172,2,0,4,2,4
31035,5172,3,1,2,2,3
31036,5172,4,1,1,1,2
31037,5172,5,1,1,1,1
31038,5173,0,0,3,3,6
31039,5173,1,0,3,3,5
31040,5173,2,0,3,3,4
31041,5173,3,1,2,3,3
31042,5173,4,1,2,2,2
31043,5173,5,1,1,1,1
31044,5174,0,0,3,3,6
31045,5174,1,0,3,3,5
31046,5174,2,0,4,2,4
31047,5174,3,1,2,2,3
31048,5174,4,1,1,2,2
31049,5174,5,1,1,1,1
31050,5175,0,0,3,3,6
31051,5175,1,0,3,3,5
31052,5175,2,0,4,2,4
31053,5175,3,1,2,2,3
31054,5175,4,1,1,1,2
31055,5175,5,1,1,1,1
31056,5176,0,0,3,3,6
31057,5176,1,0,3,3,5
31058,5176,2,0,1,3,4
31059,5176,3,1,2,3,3
31060,5176,4,1,2,2,2
31061,5176,5,1,1,1,1
31062,5177,0,0,3,3,6
31063,5177,1,0,3,3,5
31064,5177,2,0,4,2,4
31065,5177,3,1,2,2,3
31066,5177,4,1,1,2,2
31067,5177,5,1,1,1,1
31068,5178,0,0,3,3,6
31069,5178,1,0,3,3,5
31070,5178,2,0,1,3,4
31071,5178,3,0,2,2,3
31072,5178,4,1,2,2,2
31073,5178,5,1,1,1,1
31074,5179,0,0,3,3,6
31075,5179,1,0,3,3,5
31076,5179,2,0,3,3,4
31077,5179,3,0,2,2,3
31078,5179,4,1,1,1,2
31079,5179,5,1,1,1,1
31080,5180,0,0,3,3,6
31081,5180,1,0,3,3,5
31082,5180,2,0,1,3,4
31083,5180,3,0,2,2,3
31084,5180,4,1,2,2,2
31085,5180,5,1,1,1,1
31086,5181,0,0,3,3,6
31087,5181,1,0,3,3,5
31088,5181,2,0,3,3,4
31089,5181,3,0,2,2,3
31090,5181,4,1,2,2,2
31091,5181,5,1,1,1,1
31092,5182,0,0,3,3,6
31093,5182,1,0,3,3,5
31094,5182,2,0,3,3,4
