,Run,Deletion,Rho0,Rho1,Rho2,Rho3
29349,4891,3,0,2,2,3
29350,4891,4,1,2,2,2
29351,4891,5,1,1,1,1
29352,4892,0,0,3,3,6
29353,4892,1,0,3,3,5
29354,4892,2,0,3,3,4
29355,4892,3,1,2,3,3
29356,4892,4,1,2,2,2
29357,4892,5,1,1,1,1
29358,4893,0,0,3,3,6
29359,4893,1,0,3,3,5
29360,4893,2,1,3,3,4
29361,4893,3,1,2,2,3
29362,4893,4,1,1,1,2
29363,4893,5,1,1,1,1
29364,4894,0,0,3,3,6
29365,4894,1,0,3,3,5
29366,4894,2,0,1,3,4
29367,4894,3,0,0,3,3
29368,4894,4,1,1,2,2
29369,4894,5,1,1,1,1
29370,4895,0,0,3,3,6
29371,4895,1,0,3,3,5
29372,4895,2,1,3,3,4
29373,4895,3,1,2,2,3
29374,4895,4,1,2,2,2
29375,4895,5,1,1,1,1
29376,4896,0,0,3,3,6
29377,4896,1,0,3,3,5
29378,4896,2,0,1,3,4
29379,4896,3,1,2,2,3
29380,4896,4,1,1,2,2
29381,4896,5,1,1,1,1
29382,4897,0,0,3,3,6
29383,4897,1,0,3,3,5
29384,4897,2,0,1,3,4
29385,4897,3,1,2,3,3
29386,4897,4,1,2,2,2
29387,4897,5,1,1,1,1
29388,4898,0,0,3,3,6
29389,4898,1,0,3,3,5
29390,4898,2,0,1,3,4
29391,4898,3,0,0,3,3
29392,4898,4,1,1,2,2
29393,4898,5,1,1,1,1
29394,4899,0,0,3,3,6
29395,4899,1,0,3,3,5
29396,4899,2,0,1,3,4
29397,4899,3,0,0,3,3
29398,4899,4,1,1,2,2
29399,4899,5,1,1,1,1
29400,4900,0,0,3,3,6
29401,4900,1,0,3,3,5
29402,4900,2,1,3,3,4
29403,4900,3,1,2,3,3
29404,4900,4,1,2,2,2
29405,4900,5,1,1,1,1
29406,4901,0,0,3,3,6
29407,4901,1,0,3,3,5
29408,4901,2,0,4,2,4
29409,4901,3,1,2,2,3
29410,4901,4,1,1,2,2
29411,4901,5,1,1,1,1
29412,4902,0,0,3,3,6
29413,4902,1,0,3,3,5
29414,4902,2,0,1,3,4
29415,4902,3,1,2,2,3
29416,4902,4,1,1,2,2
29417,4902,5,1,1,1,1
29418,4903,0,0,3,3,6
29419,4903,1,0,3,3,5
29420,4903,2,0,3,3,4
29421,4903,3,1,2,3,3
29422,4903,4,1,2,2,2
29423,4903,5,1,1,1,1
29424,4904,0,0,3,3,6
29425,4904,1,0,3,3,5
29426,4904,2,0,1,3,4
29427,4904,3,1,2,3,3
29428,4904,4,1,1,2,2
29429,4904,5,1,1,1,1
29430,4905,0,0,3,3,6
29431,4905,1,0,3,3,5
29432,4905,2,0,1,3,4
29433,4905,3,0,0,3,3
29434,4905,4,1,1,2,2
29435,4905,5,1,1,1,1
29436,4906,0,0,3,3,6
29437,4906,1,0,3,3,5
29438,4906,2,0,3,3,4
29439,4906,3,1,2,3,3
29440,4906,4,1,1,2,2
29441,4906,5,1,1,1,1
29442,4907,0,0,3,3,6
29443,4907,1,0,3,3,5
29444,4907,2,0,1,3,4
29445,4907,3,0,2,2,3
29446,4907,4,1,2,2,2
29447,4907,5,1,1,1,1
29448,4908,0,0,3,3,6
29449,4908,1,0,3,3,5
29450,4908,2,1,3,3,4
29451,4908,3,1,2,3,3
29452,4908,4,1,2,2,2
29453,4908,5,1,1,1,1
29454,4909,0,0,3,3,6
29455,4909,1,0,3,3,5
29456,4909,2,0,3,3,4
29457,4909,3,1,2,3,3
29458,4909,4,1,2,2,2
29459,4909,5,1,1,1,1
29460,4910,0,0,3,3,6
29461,4910,1,0,3,3,5
29462,4910,2,0,4,2,4
29463,4910,3,1,2,2,3
29464,4910,4,1,2,2,2
29465,4910,5,1,1,1,1
29466,4911,0,0,3,3,6
29467,4911,1,0,3,3,5
29468,4911,2,0,3,3,4
29469,4911,3,1,2,3,3
29470,4911,4,1,1,2,2
29471,4911,5,1,1,1,1
29472,4912,0,0,3,3,6
29473,4912,1,0,3,3,5
29474,4912,2,0,3,3,4
29475,4912,3,0,2,2,3
29476,4912,4,1,1,2,2
29477,4912,5,1,1,1,1
29478,4913,0,0,3,3,6
29479,4913,1,0,3,3,5
29480,4913,2,1,3,3,4
29481,4913,3,1,2,2,3
29482,4913,4,1,2,2,2
29483,4913,5,1,1,1,1
29484,4914,0,0,3,3,6
29485,4914,1,0,3,3,5
29486,4914,2,1,3,3,4
29487,4914,3,1,2,3,3
29488,4914,4,1,1,2,2
29489,4914,5,1,1,1,1
29490,4915,0,0,3,3,6
29491,4915,1,0,3,3,5
29492,4915,2,0,1,3,4
29493,4915,3,1,2,2,3
29494,4915,4,1,2,2,2
29495,4915,5,1,1,1,1
29496,4916,0,0,3,3,6
29497,4916,1,0,3,3,5
29498,4916,2,1,3,3,4
29499,4916,3,1,2,3,3
29500,4916,4,1,2,2,2
29501,4916,5,1,1,1,1
29502,4917,0,0,3,3,6
29503,4917,1,0,3,3,5
29504,4917,2,0,1,3,4
29505,4917,3,0,2,2,3
29506,4917,4,1,2,2,2
29507,4917,5,1,1,1,1
29508,4918,0,0,3,3,6
29509,4918,1,0,3,3,5
29510,4918,2,0,1,3,4
29511,4918,3,1,2,3,3
29512,4918,4,1,2,2,2
29513,4918,5,1,1,1,1
29514,4919,0,0,3,3,6
29515,4919,1,0,3,3,5
29516,4919,2,0,3,3,4
29517,4919,3,1,2,3,3
29518,4919,4,1,1,2,2
29519,4919,5,1,1,1,1
29520,4920,0,0,3,3,6
29521,4920,1,0,3,3,5
29522,4920,2,0,1,3,4
29523,4920,3,0,0,3,3
29524,4920,4,1,1,2,2
29525,4920,5,1,1,1,1
29526,4921,0,0,3,3,6
29527,4921,1,0,3,3,5
29528,4921,2,1,3,3,4
29529,4921,3,1,2,2,3
29530,4921,4,1,1,1,2
29531,4921,5,1,1,1,1
29532,4922,0,0,3,3,6
29533,4922,1,0,3,3,5
29534,4922,2,0,1,3,4
29535,4922,3,0,2,2,3
29536,4922,4,1,2,2,2
29537,4922,5,1,1,1,1
29538,4923,0,0,3,3,6
29539,4923,1,0,3,3,5
29540,4923,2,0,3,3,4
29541,4923,3,1,2,3,3
29542,4923,4,1,2,2,2
29543,4923,5,1,1,1,1
29544,4924,0,0,3,3,6
29545,4924,1,0,3,3,5
29546,4924,2,0,4,2,4
29547,4924,3,0,2,2,3
29548,4924,4,1,1,1,2
29549,4924,5,1,1,1,1
29550,4925,0,0,3,3,6
29551,4925,1,0,3,3,5
29552,4925,2,0,1,3,4
29553,4925,3,1,2,3,3
29554,4925,4,1,1,2,2
29555,4925,5,1,1,1,1
29556,4926,0,0,3,3,6
29557,4926,1,0,3,3,5
29558,4926,2,0,3,3,4
29559,4926,3,0,2,2,3
29560,4926,4,1,1,2,2
29561,4926,5,1,1,1,1
29562,4927,0,0,3,3,6
29563,4927,1,0,3,3,5
29564,4927,2,0,4,2,4
29565,4927,3,0,2,2,3
29566,4927,4,1,2,2,2
29567,4927,5,1,1,1,1
29568,4928,0,0,3,3,6
29569,4928,1,0,3,3,5
29570,4928,2,1,3,3,4
29571,4928,3,1,2,2,3
29572,4928,4,1,1,1,2
29573,4928,5,1,1,1,1
29574,4929,0,0,3,3,6
29575,4929,1,0,3,3,5
29576,4929,2,0,4,2,4
29577,4929,3,0,2,2,3
29578,4929,4,1,1,2,2
29579,4929,5,1,1,1,1
29580,4930,0,0,3,3,6
29581,4930,1,0,3,3,5
29582,4930,2,1,3,3,4
29583,4930,3,1,2,3,3
29584,4930,4,1,1,2,2
29585,4930,5,1,1,1,1
29586,4931,0,0,3,3,6
29587,4931,1,0,3,3,5
29588,4931,2,0,3,3,4
29589,4931,3,1,2,3,3
29590,4931,4,1,1,2,2
29591,4931,5,1,1,1,1
29592,4932,0,0,3,3,6
29593,4932,1,0,3,3,5
29594,4932,2,0,4,2,4
29595,4932,3,0,2,2,3
29596,4932,4,1,2,2,2
29597,4932,5,1,1,1,1
29598,4933,0,0,3,3,6
29599,4933,1,0,3,3,5
29600,4933,2,0,1,3,4
29601,4933,3,0,2,2,3
29602,4933,4,1,1,1,2
29603,4933,5,1,1,1,1
29604,4934,0,0,3,3,6
29605,4934,1,0,3,3,5
29606,4934,2,0,1,3,4
29607,4934,3,0,0,3,3
29608,4934,4,1,1,2,2
29609,4934,5,1,1,1,1
29610,4935,0,0,3,3,6
29611,4935,1,0,3,3,5
29612,4935,2,0,1,3,4
29613,4935,3,1,2,2,3
29614,4935,4,1,1,2,2
29615,4935,5,1,1,1,1
29616,4936,0,0,3,3,6
29617,4936,1,0,3,3,5
29618,4936,2,0,4,2,4
29619,4936,3,1,2,2,3
29620,4936,4,1,1,2,2
29621,4936,5,1,1,1,1
29622,4937,0,0,3,3,6
29623,4937,1,0,3,3,5
29624,4937,2,1,3,3,4
29625,4937,3,1,2,2,3
29626,4937,4,1,1,1,2
29627,4937,5,1,1,1,1
29628,4938,0,0,3,3,6
29629,4938,1,0,3,3,5
29630,4938,2,0,3,3,4
29631,4938,3,1,2,3,3
29632,4938,4,1,1,2,2
29633,4938,5,1,1,1,1
29634,4939,0,0,3,3,6
29635,4939,1,0,3,3,5
29636,4939,2,0,4,2,4
29637,4939,3,0,2,2,3
29638,4939,4,1,2,2,2
29639,4939,5,1,1,1,1
29640,4940,0,0,3,3,6
29641,4940,1,0,3,3,5
29642,4940,2,0,3,3,4
29643,4940,3,1,2,3,3
29644,4940,4,1,2,2,2
29645,4940,5,1,1,1,1
29646,4941,0,0,3,3,6
29647,4941,1,0,3,3,5
29648,4941,2,0,4,2,4
29649,4941,3,0,2,2,3
29650,4941,4,1,2,2,2
29651,4941,5,1,1,1,1
29652,4942,0,0,3,3,6
29653,4942,1,0,3,3,5
29654,4942,2,1,3,3,4
29655,4942,3,1,2,2,3
29656,4942,4,1,1,1,2
29657,4942,5,1,1,1,1
29658,4943,0,0,3,3,6
29659,4943,1,0,3,3,5
29660,4943,2,0,3,3,4
29661,4943,3,0,2,2,3
29662,4943,4,1,2,2,2
29663,4943,5,1,1,1,1
29664,4944,0,0,3,3,6
29665,4944,1,0,3,3,5
29666,4944,2,0,1,3,4
29667,4944,3,1,2,2,3
29668,4944,4,1,1,2,2
29669,4944,5,1,1,1,1
29670,4945,0,0,3,3,6
29671,4945,1,0,3,3,5
29672,4945,2,1,3,3,4
29673,4945,3,1,2,2,3
29674,4945,4,1,1,1,2
29675,4945,5,1,1,1,1
29676,4946,0,0,3,3,6
29677,4946,1,0,3,3,5
29678,4946,2,0,1,3,4
29679,4946,3,1,2,3,3
29680,4946,4,1,1,2,2
29681,4946,5,1,1,1,1
29682,4947,0,0,3,3,6
29683,4947,1,0,3,3,5
29684,4947,2,0,3,3,4
29685,4947,3,1,2,3,3
29686,4947,4,1,2,2,2
29687,4947,5,1,1,1,1
29688,4948,0,0,3,3,6
29689,4948,1,0,3,3,5
29690,4948,2,0,1,3,4
29691,4948,3,1,2,3,3
29692,4948,4,1,1,2,2
29693,4948,5,1,1,1,1
29694,4949,0,0,3,3,6
29695,4949,1,0,3,3,5
29696,4949,2,0,4,2,4
29697,4949,3,0,2,2,3
29698,4949,4,1,1,2,2
29699,4949,5,1,1,1,1
29700,4950,0,0,3,3,6
29701,4950,1,0,3,3,5
29702,4950,2,1,3,3,4
29703,4950,3,1,2,2,3
29704,4950,4,1,1,2,2
29705,4950,5,1,1,1,1
29706,4951,0,0,3,3,6
29707,4951,1,0,3,3,5
29708,4951,2,0,1,3,4
29709,4951,3,1,2,2,3
29710,4951,4,1,1,2,2
29711,4951,5,1,1,1,1
29712,4952,0,0,3,3,6
29713,4952,1,0,3,3,5
29714,4952,2,0,4,2,4
29715,4952,3,1,2,2,3
29716,4952,4,1,2,2,2
29717,4952,5,1,1,1,1
29718,4953,0,0,3,3,6
29719,4953,1,0,3,3,5
29720,4953,2,0,3,3,4
29721,4953,3,1,2,3,3
29722,4953,4,1,2,2,2
29723,4953,5,1,1,1,1
29724,4954,0,0,3,3,6
29725,4954,1,0,3,3,5
29726,4954,2,0,1,3,4
29727,4954,3,1,2,3,3
29728,4954,4,1,1,2,2
29729,4954,5,1,1,1,1
29730,4955,0,0,3,3,6
29731,4955,1,0,3,3,5
29732,4955,2,0,4,2,4
29733,4955,3,0,2,2,3
29734,4955,4,1,1,1,2
29735,4955,5,1,1,1,1
29736,4956,0,0,3,3,6
29737,4956,1,0,3,3,5
29738,4956,2,0,4,2,4
29739,4956,3,0,2,2,3
29740,4956,4,1,1,2,2
29741,4956,5,1,1,1,1
29742,4957,0,0,3,3,6
29743,4957,1,0,3,3,5
29744,4957,2,0,1,3,4
29745,4957,3,1,2,3,3
29746,4957,4,1,2,2,2
29747,4957,5,1,1,1,1
29748,4958,0,0,3,3,6
29749,4958,1,0,3,3,5
29750,4958,2,0,4,2,4
29751,4958,3,0,2,2,3
29752,4958,4,1,1,2,2
29753,4958,5,1,1,1,1
29754,4959,0,0,3,3,6
29755,4959,1,0,3,3,5
29756,4959,2,0,4,2,4
29757,4959,3,0,2,2,3
29758,4959,4,1,1,2,2
29759,4959,5,1,1,1,1
29760,4960,0,0,3,3,6
29761,4960,1,0,3,3,5
29762,4960,2,0,1,3,4
29763,4960,3,0,2,2,3
29764,4960,4,1,2,2,2
29765,4960,5,1,1,1,1
29766,4961,0,0,3,3,6
29767,4961,1,0,3,3,5
29768,4961,2,0,3,3,4
29769,4961,3,0,2,2,3
29770,4961,4,1,1,1,2
29771,4961,5,1,1,1,1
29772,4962,0,0,3,3,6
29773,4962,1,0,3,3,5
29774,4962,2,0,1,3,4
29775,4962,3,1,2,3,3
29776,4962,4,1,1,2,2
29777,4962,5,1,1,1,1
29778,4963,0,0,3,3,6
29779,4963,1,0,3,3,5
29780,4963,2,0,1,3,4
29781,4963,3,1,2,2,3
29782,4963,4,1,2,2,2
29783,4963,5,1,1,1,1
29784,4964,0,0,3,3,6
29785,4964,1,0,3,3,5
29786,4964,2,0,3,3,4
29787,4964,3,0,2,2,3
29788,4964,4,1,2,2,2
29789,4964,5,1,1,1,1
29790,4965,0,0,3,3,6
29791,4965,1,0,3,3,5
29792,4965,2,0,1,3,4
29793,4965,3,0,2,2,3
29794,4965,4,1,2,2,2
29795,4965,5,1,1,1,1
29796,4966,0,0,3,3,6
29797,4966,1,0,3,3,5
29798,4966,2,1,3,3,4
29799,4966,3,1,2,3,3
29800,4966,4,1,2,2,2
29801,4966,5,1,1,1,1
29802,4967,0,0,3,3,6
29803,4967,1,0,3,3,5
29804,4967,2,0,4,2,4
29805,4967,3,1,2,2,3
29806,4967,4,1,2,2,2
29807,4967,5,1,1,1,1
29808,4968,0,0,3,3,6
29809,4968,1,0,3,3,5
29810,4968,2,1,3,3,4
29811,4968,3,1,2,2,3
29812,4968,4,1,1,1,2
29813,4968,5,1,1,1,1
29814,4969,0,0,3,3,6
29815,4969,1,0,3,3,5
29816,4969,2,0,1,3,4
29817,4969,3,1,2,2,3
29818,4969,4,1,1,1,2
29819,4969,5,1,1,1,1
29820,4970,0,0,3,3,6
29821,4970,1,0,3,3,5
29822,4970,2,0,1,3,4
29823,4970,3,0,0,3,3
29824,4970,4,1,1,2,2
29825,4970,5,1,1,1,1
29826,4971,0,0,3,3,6
29827,4971,1,0,3,3,5
29828,4971,2,0,3,3,4
29829,4971,3,0,2,2,3
29830,4971,4,1,2,2,2
29831,4971,5,1,1,1,1
29832,4972,0,0,3,3,6
29833,4972,1,0,3,3,5
29834,4972,2,0,3,3,4
29835,4972,3,0,2,2,3
29836,4972,4,1,1,1,2
29837,4972,5,1,1,1,1
29838,4973,0,0,3,3,6
29839,4973,1,0,3,3,5
29840,4973,2,0,1,3,4
29841,4973,3,1,2,2,3
29842,4973,4,1,1,1,2
29843,4973,5,1,1,1,1
29844,4974,0,0,3,3,6
29845,4974,1,0,3,3,5
29846,4974,2,1,3,3,4
29847,4974,3,1,2,3,3
29848,4974,4,1,2,2,2
29849,4974,5,1,1,1,1
29850,4975,0,0,3,3,6
29851,4975,1,0,3,3,5
29852,4975,2,0,3,3,4
29853,4975,3,0,2,2,3
29854,4975,4,1,2,2,2
29855,4975,5,1,1,1,1
29856,4976,0,0,3,3,6
29857,4976,1,0,3,3,5
29858,4976,2,1,3,3,4
29859,4976,3,1,2,3,3
29860,4976,4,1,2,2,2
29861,4976,5,1,1,1,1
29862,4977,0,0,3,3,6
29863,4977,1,0,3,3,5
29864,4977,2,0,4,2,4
29865,4977,3,1,2,2,3
29866,4977,4,1,2,2,2
29867,4977,5,1,1,1,1
29868,4978,0,0,3,3,6
29869,4978,1,0,3,3,5
29870,4978,2,0,4,2,4
29871,4978,3,0,2,2,3
29872,4978,4,1,1,1,2
29873,4978,5,1,1,1,1
29874,4979,0,0,3,3,6
29875,4979,1,0,3,3,5
29876,4979,2,0,1,3,4
29877,4979,3,0,0,3,3
29878,4979,4,1,1,2,2
29879,4979,5,1,1,1,1
29880,4980,0,0,3,3,6
29881,4980,1,0,3,3,5
29882,4980,2,0,3,3,4
29883,4980,3,1,2,3,3
29884,4980,4,1,1,2,2
29885,4980,5,1,1,1,1
29886,4981,0,0,3,3,6
29887,4981,1,0,3,3,5
29888,4981,2,0,3,3,4
29889,4981,3,1,2,3,3
29890,4981,4,1,2,2,2
29891,4981,5,1,1,1,1
29892,4982,0,0,3,3,6
29893,4982,1,0,3,3,5
29894,4982,2,0,4,2,4
29895,4982,3,1,2,2,3
29896,4982,4,1,2,2,2
29897,4982,5,1,1,1,1
29898,4983,0,0,3,3,6
29899,4983,1,0,3,3,5
29900,4983,2,0,4,2,4
29901,4983,3,1,2,2,3
29902,4983,4,1,1,2,2
29903,4983,5,1,1,1,1
29904,4984,0,0,3,3,6
29905,4984,1,0,3,3,5
29906,4984,2,0,3,3,4
29907,4984,3,0,2,2,3
29908,4984,4,1,2,2,2
29909,4984,5,1,1,1,1
29910,4985,0,0,3,3,6
29911,4985,1,0,3,3,5
29912,4985,2,1,3,3,4
29913,4985,3,1,2,2,3
29914,4985,4,1,1,2,2
29915,4985,5,1,1,1,1
29916,4986,0,0,3,3,6
29917,4986,1,0,3,3,5
29918,4986,2,0,3,3,4
29919,4986,3,0,2,2,3
29920,4986,4,1,1,2,2
29921,4986,5,1,1,1,1
29922,4987,0,0,3,3,6
29923,4987,1,0,3,3,5
29924,4987,2,0,1,3,4
29925,4987,3,1,2,3,3
29926,4987,4,1,2,2,2
29927,4987,5,1,1,1,1
29928,4988,0,0,3,3,6
29929,4988,1,0,3,3,5
29930,4988,2,1,3,3,4
29931,4988,3,1,2,2,3
29932,4988,4,1,1,1,2
29933,4988,5,1,1,1,1
29934,4989,0,0,3,3,6
29935,4989,1,0,3,3,5
29936,4989,2,0,3,3,4
29937,4989,3,0,2,2,3
29938,4989,4,1,1,1,2
29939,4989,5,1,1,1,1
29940,4990,0,0,3,3,6
29941,4990,1,0,3,3,5
29942,4990,2,0,1,3,4
29943,4990,3,0,0,3,3
29944,4990,4,1,1,2,2
29945,4990,5,1,1,1,1
29946,4991,0,0,3,3,6
29947,4991,1,0,3,3,5
29948,4991,2,0,1,3,4
29949,4991,3,1,2,2,3
29950,4991,4,1,1,1,2
29951,4991,5,1,1,1,1
29952,4992,0,0,3,3,6
29953,4992,1,0,3,3,5
29954,4992,2,0,1,3,4
29955,4992,3,1,2,2,3
29956,4992,4,1,2,2,2
29957,4992,5,1,1,1,1
29958,4993,0,0,3,3,6
29959,4993,1,0,3,3,5
29960,4993,2,0,3,3,4
29961,4993,3,1,2,3,3
29962,4993,4,1,2,2,2
29963,4993,5,1,1,1,1
29964,4994,0,0,3,3,6
29965,4994,1,0,3,3,5
29966,4994,2,1,3,3,4
29967,4994,3,1,2,3,3
29968,4994,4,1,2,2,2
29969,4994,5,1,1,1,1
29970,4995,0,0,3,3,6
29971,4995,1,0,3,3,5
29972,4995,2,0,3,3,4
29973,4995,3,1,2,3,3
29974,4995,4,1,1,2,2
29975,4995,5,1,1,1,1
29976,4996,0,0,3,3,6
29977,4996,1,0,3,3,5
29978,4996,2,1,3,3,4
29979,4996,3,1,2,2,3
29980,4996,4,1,1,1,2
29981,4996,5,1,1,1,1
29982,4997,0,0,3,3,6
29983,4997,1,0,3,3,5
29984,4997,2,1,3,3,4
29985,4997,3,1,2,2,3
29986,4997,4,1,2,2,2
29987,4997,5,1,1,1,1
29988,4998,0,0,3,3,6
29989,4998,1,0,3,3,5
29990,4998,2,1,3,3,4
29991,4998,3,1,2,2,3
29992,4998,4,1,1,2,2
29993,4998,5,1,1,1,1
29994,4999,0,0,3,3,6
29995,4999,1,0,3,3,5
29996,4999,2,0,4,2,4
29997,4999,3,0,2,2,3
29998,4999,4,1,1,2,2
29999,4999,5,1,1,1,1
30000,5000,0,0,3,3,6
30001,5000,1,0,3,3,5
30002,5000,2,0,4,2,4
30003,5000,3,1,2,2,3
30004,5000,4,1,1,2,2
30005,5000,5,1,1,1,1
30006,5001,0,0,3,3,6
30007,5001,1,0,3,3,5
30008,5001,2,0,3,3,4
30009,5001,3,1,2,3,3
30010,5001,4,1,1,2,2
30011,5001,5,1,1,1,1
30012,5002,0,0,3,3,6
30013,5002,1,0,3,3,5
30014,5002,2,0,4,2,4
30015,5002,3,0,2,2,3
30016,5002,4,1,2,2,2
30017,5002,5,1,1,1,1
30018,5003,0,0,3,3,6
30019,5003,1,0,3,3,5
30020,5003,2,0,4,2,4
30021,5003,3,1,2,2,3
30022,5003,4,1,1,1,2
30023,5003,5,1,1,1,1
30024,5004,0,0,3,3,6
30025,5004,1,0,3,3,5
30026,5004,2,0,4,2,4
30027,5004,3,1,2,2,3
30028,5004,4,1,1,1,2
30029,5004,5,1,1,1,1
30030,5005,0,0,3,3,6
30031,5005,1,0,3,3,5
30032,5005,2,0,1,3,4
30033,5005,3,1,2,2,3
30034,5005,4,1,1,1,2
30035,5005,5,1,1,1,1
30036,5006,0,0,3,3,6
30037,5006,1,0,3,3,5
30038,5006,2,0,3,3,4
30039,5006,3,0,2,2,3
30040,5006,4,1,1,2,2
30041,5006,5,1,1,1,1
30042,5007,0,0,3,3,6
30043,5007,1,0,3,3,5
30044,5007,2,0,4,2,4
30045,5007,3,0,2,2,3
30046,5007,4,1,1,2,2
30047,5007,5,1,1,1,1
30048,5008,0,0,3,3,6
30049,5008,1,0,3,3,5
30050,5008,2,1,3,3,4
30051,5008,3,1,2,3,3
30052,5008,4,1,2,2,2
30053,5008,5,1,1,1,1
30054,5009,0,0,3,3,6
30055,5009,1,0,3,3,5
30056,5009,2,0,4,2,4
30057,5009,3,1,2,2,3
30058,5009,4,1,2,2,2
30059,5009,5,1,1,1,1
30060,5010,0,0,3,3,6
30061,5010,1,0,3,3,5
30062,5010,2,1,3,3,4
30063,5010,3,1,2,2,3
30064,5010,4,1,1,1,2
30065,5010,5,1,1,1,1
30066,5011,0,0,3,3,6
30067,5011,1,0,3,3,5
30068,5011,2,0,3,3,4
30069,5011,3,0,2,2,3
30070,5011,4,1,1,1,2
30071,5011,5,1,1,1,1
30072,5012,0,0,3,3,6
30073,5012,1,0,3,3,5
30074,5012,2,0,1,3,4
30075,5012,3,1,2,3,3
30076,5012,4,1,1,2,2
30077,5012,5,1,1,1,1
30078,5013,0,0,3,3,6
30079,5013,1,0,3,3,5
30080,5013,2,0,3,3,4
30081,5013,3,0,2,2,3
30082,5013,4,1,1,1,2
30083,5013,5,1,1,1,1
30084,5014,0,0,3,3,6
30085,5014,1,0,3,3,5
30086,5014,2,0,1,3,4
30087,5014,3,1,2,3,3
30088,5014,4,1,1,2,2
30089,5014,5,1,1,1,1
30090,5015,0,0,3,3,6
30091,5015,1,0,3,3,5
30092,5015,2,0,1,3,4
30093,5015,3,1,2,2,3
30094,5015,4,1,1,1,2
30095,5015,5,1,1,1,1
30096,5016,0,0,3,3,6
30097,5016,1,0,3,3,5
30098,5016,2,0,3,3,4
30099,5016,3,1,2,3,3
30100,5016,4,1,2,2,2
30101,5016,5,1,1,1,1
30102,5017,0,0,3,3,6
30103,5017,1,0,3,3,5
30104,5017,2,0,3,3,4
30105,5017,3,1,2,3,3
30106,5017,4,1,2,2,2
30107,5017,5,1,1,1,1
30108,5018,0,0,3,3,6
30109,5018,1,0,3,3,5
30110,5018,2,0,1,3,4
30111,5018,3,1,2,2,3
30112,5018,4,1,2,2,2
30113,5018,5,1,1,1,1
30114,5019,0,0,3,3,6
30115,5019,1,0,3,3,5
30116,5019,2,0,3,3,4
30117,5019,3,0,2,2,3
30118,5019,4,1,1,2,2
30119,5019,5,1,1,1,1
30120,5020,0,0,3,3,6
30121,5020,1,0,3,3,5
30122,5020,2,0,1,3,4
30123,5020,3,1,2,2,3
30124,5020,4,1,1,1,2
30125,5020,5,1,1,1,1
30126,5021,0,0,3,3,6
30127,5021,1,0,3,3,5
30128,5021,2,0,3,3,4
30129,5021,3,1,2,3,3
30130,5021,4,1,2,2,2
30131,5021,5,1,1,1,1
30132,5022,0,0,3,3,6
30133,5022,1,0,3,3,5
30134,5022,2,1,3,3,4
30135,5022,3,1,2,3,3
30136,5022,4,1,1,2,2
30137,5022,5,1,1,1,1
30138,5023,0,0,3,3,6
30139,5023,1,0,3,3,5
30140,5023,2,1,3,3,4
30141,5023,3,1,2,3,3
30142,5023,4,1,2,2,2
30143,5023,5,1,1,1,1
30144,5024,0,0,3,3,6
30145,5024,1,0,3,3,5
30146,5024,2,1,3,3,4
30147,5024,3,1,2,2,3
30148,5024,4,1,1,2,2
30149,5024,5,1,1,1,1
30150,5025,0,0,3,3,6
30151,5025,1,0,3,3,5
30152,5025,2,0,3,3,4
30153,5025,3,1,2,3,3
30154,5025,4,1,2,2,2
30155,5025,5,1,1,1,1
30156,5026,0,0,3,3,6
30157,5026,1,0,3,3,5
30158,5026,2,0,4,2,4
30159,5026,3,0,2,2,3
30160,5026,4,1,1,1,2
30161,5026,5,1,1,1,1
30162,5027,0,0,3,3,6
30163,5027,1,0,3,3,5
30164,5027,2,0,1,3,4
30165,5027,3,0,0,3,3
30166,5027,4,1,1,2,2
30167,5027,5,1,1,1,1
30168,5028,0,0,3,3,6
30169,5028,1,0,3,3,5
30170,5028,2,0,1,3,4
30171,5028,3,0,2,2,3
30172,5028,4,1,1,2,2
30173,5028,5,1,1,1,1
30174,5029,0,0,3,3,6
30175,5029,1,0,3,3,5
30176,5029,2,0,1,3,4
30177,5029,3,1,2,2,3
30178,5029,4,1,1,2,2
30179,5029,5,1,1,1,1
30180,5030,0,0,3,3,6
30181,5030,1,0,3,3,5
30182,5030,2,0,4,2,4
30183,5030,3,0,2,2,3
30184,5030,4,1,1,1,2
30185,5030,5,1,1,1,1
30186,5031,0,0,3,3,6
30187,5031,1,0,3,3,5
30188,5031,2,0,1,3,4
30189,5031,3,1,2,3,3
30190,5031,4,1,1,2,2
30191,5031,5,1,1,1,1
30192,5032,0,0,3,3,6
30193,5032,1,0,3,3,5
30194,5032,2,1,3,3,4
30195,5032,3,1,2,3,3
30196,5032,4,1,2,2,2
30197,5032,5,1,1,1,1
30198,5033,0,0,3,3,6
30199,5033,1,0,3,3,5
30200,5033,2,0,1,3,4
30201,5033,3,1,2,3,3
30202,5033,4,1,2,2,2
30203,5033,5,1,1,1,1
30204,5034,0,0,3,3,6
30205,5034,1,0,3,3,5
30206,5034,2,1,3,3,4
30207,5034,3,1,2,3,3
30208,5034,4,1,2,2,2
30209,5034,5,1,1,1,1
30210,5035,0,0,3,3,6
30211,5035,1,0,3,3,5
30212,5035,2,0,4,2,4
30213,5035,3,1,2,2,3
30214,5035,4,1,1,2,2
30215,5035,5,1,1,1,1
30216,5036,0,0,3,3,6
30217,5036,1,0,3,3,5
30218,5036,2,0,4,2,4
30219,5036,3,0,2,2,3
30220,5036,4,1,1,1,2
30221,5036,5,1,1,1,1
